identity	disposition	target_identity	rationale	first_path	first_line	occurrence_count
npa.advanced-ai.universe.constraints.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/advanced_ai.rs	44	1
npa.advanced-ai.validation_result.v1	bump	npa.advanced-ai.validation_result.v2	advanced_ai_helper_trace_finds_inline_goal_local_or_expr_bytes	npa-core/crates/npa-api/src/advanced_ai.rs	43	1
npa.ai-search.candidate-payload.v1	retain-with-domain-separated-child	npa.ai-search.candidate-payload.v1	raw_string_grammar_unchanged_and_all_use_reparses_under_machine_api_v2	npa-core/crates/npa-api/src/ai_search.rs	66	1
npa.ai-search.focused-replay-payload.v1	retain-with-domain-separated-child	npa.ai-search.focused-replay-payload.v1	unchanged_outer_json_commits_new_replay_and_premise_child_identities	npa-core/crates/npa-api/src/ai_search.rs	72	1
npa.ai-search.training-negative-identity.v1	retain-with-domain-separated-child	npa.ai-search.training-negative-identity.v1	closed_training_vocabulary_unchanged_and_changed_diagnostics_or_candidates_are_hashed_children	npa-core/crates/npa-api/src/ai_search.rs	71	1
npa.ai-search.training-positive-identity.v1	retain-with-domain-separated-child	npa.ai-search.training-positive-identity.v1	closed_training_vocabulary_unchanged_and_changed_diagnostics_or_candidates_are_hashed_children	npa-core/crates/npa-api/src/ai_search.rs	69	1
npa.ai-search.training-trace.v1	retain-with-domain-separated-child	npa.ai-search.training-trace.v1	closed_training_vocabulary_unchanged_and_changed_diagnostics_or_candidates_are_hashed_children	npa-core/crates/npa-api/src/ai_search.rs	67	2
npa.barrier-audit.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/barrier_audit.rs	9	1
npa.barrier-audit.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/barrier_audit.rs	8	1
npa.benchmark-taxonomy.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-agents/crates/agent-performance/src/lib.rs	6360	2
npa.campaign.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-agents/apps/agentctl/tests/inspect_state_root.rs	56	3
npa.candidate-verification-metadata.v1	retain-with-domain-separated-child	npa.candidate-verification-metadata.v1	unchanged_agent_verification_metadata_commits_new_environment_snapshot_and_certificate_evidence_hashes	npa-agents/apps/agentctl/src/commands/prepare_verify_candidate.rs	20	7
npa.cert.local_authoring_producer_abi.v1	bump	npa.cert.local_authoring_producer_abi.v2	producer_can_no_longer_construct_let_certificates	npa-core/crates/npa-cert/src/lib.rs	57	4
npa.certificate-term-dag-materialization.child.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/term_dag_performance.rs	26	1
npa.certificate-term-dag-materialization.fixture-tree.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/term_dag_performance.rs	696	2
npa.certificate-term-dag-materialization.fixtures.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/term_dag_performance.rs	24	1
npa.certificate-term-dag-materialization.measurements.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/term_dag_performance.rs	25	1
npa.certificate-term-dag-materialization.production-fixture.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/term_dag_performance.rs	1057	1
npa.certificate-term-dag-materialization.real-hashes.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/term_dag_performance.rs	229	1
npa.certificate-term-dag-materialization.run.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/term_dag_performance.rs	27	3
npa.certificate-term-materialization-budget.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/term_dag_performance.rs	29	2
npa.certificate-theorem-graph.query-features.v1	retain-with-domain-separated-child	npa.certificate-theorem-graph.query-features.v1	unchanged_graph_layout_is_rebuilt_from_v0_4_certificate_hashes	npa-core/crates/npa-api/src/theorem_graph.rs	11	1
npa.certificate-theorem-graph.v2	retain-with-domain-separated-child	npa.certificate-theorem-graph.v2	unchanged_graph_layout_is_rebuilt_from_v0_4_certificate_hashes	npa-core/crates/npa-api/src/theorem_graph.rs	9	1
npa.certificate-validation-pass-reuse.child.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cert/src/verify.rs	6045	1
npa.certificate-validation-pass-reuse.run.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cert/src/verify.rs	6046	3
npa.certificate-validation-pass-reuse.scenarios.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cert/src/verify.rs	6044	1
npa.certificate.canonical.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/package_artifacts.rs	2338	50
npa.certificate.canonical.v0.1.hex	retain-with-domain-separated-child	npa.certificate.canonical.v0.1.hex	unchanged_standard_library_layout_commits_new_profiles_certificate_bytes_or_certificate_derived_hashes	npa-core/crates/npa-api/src/ai_search.rs	8118	18
npa.certificate.canonical.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/export_summary.rs	920	2
npa.certificate.canonical.v0.3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/export_summary.rs	925	2
npa.certificate.v9	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache/context.rs	3265	1
npa.checker-disagreement-record.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	41	1
npa.checker.reference.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/package_artifacts.rs	2339	53
npa.checker.reference.v0.1.stale	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/tests/package_cli.rs	841	1
npa.checker.v9	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache/context.rs	3268	1
npa.checker_ext.toolchain_v0_3.policy_preflight.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/examples/inspect_ext_v0_3_policy.rs	24	2
npa.checker_ext.toolchain_v0_4.policy_preflight.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/examples/inspect_ext_v0_3_policy.rs	25	2
npa.checker_ext.toolchain_v0_5.policy_preflight.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/examples/inspect_ext_v0_3_policy.rs	26	2
npa.checker_ext.toolchain_v0_6.policy_preflight.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/examples/inspect_ext_v0_3_policy.rs	27	2
npa.checker_ext.toolchain_v0_7.fixture.v1	bump	removed_without_replacement	unused_v0_7_toolchain_identity_deleted	npa-core/crates/npa-cli/tests/checker_ext_toolchain_evidence.rs	65	1
npa.checker_ext.toolchain_v0_7.policy_preflight.v1	bump	removed_without_replacement	unused_v0_7_toolchain_identity_deleted	npa-core/crates/npa-cli/examples/inspect_ext_v0_3_policy.rs	28	2
npa.checker_ext.toolchain_v0_8	bump	npa.checker_ext.toolchain_v0_9	temporary_v0_8_lane_replaced_by_single_v0_9_lane	npa-core/crates/npa-cli/src/checker_ext_toolchain_evidence.rs	24	1
npa.checker_ext.toolchain_v0_8.fixture.v1	bump	npa.checker_ext.toolchain_v0_9.fixture.v1	temporary_v0_8_lane_replaced_by_single_v0_9_lane	npa-core/crates/npa-cli/tests/checker_ext_toolchain_evidence.rs	95	1
npa.checker_ext.toolchain_v0_8.policy_preflight.v1	bump	npa.checker_ext.toolchain_v0_9.policy_preflight.v1	temporary_v0_8_lane_replaced_by_single_v0_9_lane	npa-core/crates/npa-cli/examples/inspect_ext_v0_3_policy.rs	29	4
npa.checker_ext.toolchain_v0_8.prepared_inputs.v1	bump	npa.checker_ext.toolchain_v0_9.prepared_inputs.v1	temporary_v0_8_lane_replaced_by_single_v0_9_lane	npa-core/crates/npa-cli/tests/checker_ext_toolchain_evidence.rs	268	1
npa.claim-publication-gate.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/claim_publication_gate.rs	10	1
npa.claim-publication-gate.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-agents/apps/agentctl/tests/claim_gate_preflight.rs	159	3
npa.cli.authoring.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache.rs	1621	1
npa.cli.build_provenance.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/examples/bench_package_changed_selection.rs	2412	12
npa.cli.build_provenance.v9	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/examples/bench_package_changed_selection.rs	4339	1
npa.cli.human_interface_adapter.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_build_cache.rs	61	2
npa.cli.package.refactor_plan.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_refactor_plan.rs	53	1
npa.cli.targeted_authoring_abi.v1	retain-with-domain-separated-child	npa.cli.targeted_authoring_abi.v1	aggregate_key_separately_commits_bumped_frontend_producer_and_kernel_abis	npa-core/crates/npa-cli/src/package_build_cache.rs	59	4
npa.complexity-obligation-record.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/complexity_obligation.rs	10	1
npa.complexity-obligation-record.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/complexity_obligation.rs	8	1
npa.core-expr-artifact.v0.1	bump	npa.core-expr-artifact.v0.2	artifact_parser_schema_must_reject_retired_core_node	npa-core/crates/npa-api/src/proof_skeleton.rs	12	1
npa.core-expr.canonical-bytes.v0.1	bump	npa.core-expr.canonical-bytes.v0.2	artifact_parser_schema_must_reject_retired_core_node	npa-core/crates/npa-api/src/proof_skeleton.rs	11	1
npa.core.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/package_artifacts.rs	2336	50
npa.core.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/export_summary.rs	917	2
npa.core.v0.3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/export_summary.rs	922	2
npa.core.v9	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache/context.rs	3259	1
npa.counterexample-result.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/counterexample_gate.rs	12	1
npa.counterexample-result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/counterexample_gate.rs	9	1
npa.counterexample-search-profile.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/counterexample_gate.rs	11	1
npa.dead-end-ledger-record.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/research_notebook.rs	11	1
npa.dead-end-ledger-record.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/research_notebook.rs	10	1
npa.diagnostic_profile_benchmark.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/tactic.rs	1573	1
npa.encoding-audit-record.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/encoding_audit.rs	9	1
npa.encoding-audit-record.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/encoding_audit.rs	8	1
npa.experiment-artifact.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/experiment_artifact.rs	9	1
npa.experiment-artifact.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/experiment_artifact.rs	8	1
npa.failure-memory.candidate-shape-hash.v1	retain-with-domain-separated-child	npa.failure-memory.candidate-shape-hash.v1	unchanged_cache_or_candidate_identity_commits_new_diagnostic_state_context_or_reparsed_payload_hashes	npa-core/crates/npa-api/src/tactic.rs	1555	1
npa.failure-memory.key-hash.v1	bump	npa.failure-memory.key-hash.v2	hashes_changed_failure_memory_canonical_bytes	npa-core/crates/npa-api/src/tactic.rs	1553	1
npa.failure_memory.v1	bump	npa.failure_memory.v2	inline_machine_api_error_vocabulary_changes	npa-core/crates/npa-api/src/tactic.rs	1552	1
npa.fast-loop-measurement.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/fast_loop_measurement.rs	22	1
npa.fast-loop-measurement.v1.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/fast_loop_measurement.rs	23	1
npa.fast-loop-measurement.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/fast_loop_measurement.rs	21	1
npa.fast-loop-measurement.v3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/fast_loop_measurement.rs	883	1
npa.fast-shard-cost.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_measurement.rs	593	5
npa.fast-shard-memory.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/package_verifier.rs	15556	8
npa.fast-shard-memory.v2-term-materialization	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/package_verifier.rs	15560	7
npa.fast-shard-memory.v3-term-materialization-prepared-retention	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/term_dag_performance.rs	44	10
npa.focused_replay_failure_artifact.v2	bump	npa.focused_replay_failure_artifact.v3	embeds_changed_minimal_artifact_bytes_inline	npa-core/crates/npa-api/src/tactic.rs	1559	1
npa.frontend.authoring.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache.rs	1622	1
npa.frontend.human_authoring_interface_abi.v1	bump	npa.frontend.human_authoring_interface_abi.v2	human_source_grammar_and_local_shape_change	npa-core/crates/npa-cli/src/package_build_cache.rs	2453	4
npa.frontend.human_source_interface.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache/context.rs	61	1
npa.frontend.machine-term-source.v1	bump	npa.frontend.machine-term-source.v2	inline_machine_term_ast_loses_let	npa-core/crates/npa-frontend/src/term_source.rs	7	1
npa.frontend.synthetic_certificate_fallback_interface.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache/context.rs	64	1
npa.generated_artifact_release_manifest.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/release_manifest.rs	16	2
npa.generated_artifact_release_manifest.v0.2	bump	npa.generated_artifact_release_manifest.v0.3	current_host_and_nested_schema_mapping_changes	npa-core/crates/npa-cli/src/checker_ext_toolchain_evidence.rs	3312	4
npa.generated_artifact_release_manifest.validation.v0.1	bump	npa.generated_artifact_release_manifest.validation.v0.2	validator_rejects_retired_0_7_and_0_8_hosts	npa-core/crates/npa-cli/src/release_manifest.rs	18	2
npa.hard_negative_export.v1	bump	npa.hard_negative_export.v2	inline_machine_api_error_vocabulary_changes	npa-core/crates/npa-api/src/tactic.rs	1570	1
npa.human-api.compile-options.v2	retain-with-domain-separated-child	npa.human-api.compile-options.v2	unchanged_option_layout_embeds_the_new_kernel_profile_identity	npa-core/crates/npa-api/src/human.rs	6130	1
npa.human-api.display.v1	bump	npa.human-api.display.v2	inline_local_or_display_shape_becomes_assumption_only	npa-core/crates/npa-api/src/types.rs	38	1
npa.human-api.document-core-decl.v2	retain-with-domain-separated-child	npa.human-api.document-core-decl.v2	incremental_document_hash_commits_the_new_pair_interface_hashes_or_v2_parser_boundary	npa-core/crates/npa-api/src/human.rs	6095	1
npa.human-api.document-dependency-selective.v1	retain-with-domain-separated-child	npa.human-api.document-dependency-selective.v1	incremental_document_hash_commits_the_new_pair_interface_hashes_or_v2_parser_boundary	npa-core/crates/npa-api/src/human.rs	6109	1
npa.human-api.document-import-interface.v2	retain-with-domain-separated-child	npa.human-api.document-import-interface.v2	incremental_document_hash_commits_the_new_pair_interface_hashes_or_v2_parser_boundary	npa-core/crates/npa-api/src/human.rs	6032	1
npa.human-api.document-resolved-decl.v2	retain-with-domain-separated-child	npa.human-api.document-resolved-decl.v2	incremental_document_hash_commits_the_new_pair_interface_hashes_or_v2_parser_boundary	npa-core/crates/npa-api/src/human.rs	6083	1
npa.human-api.document-source-decl.v2	retain-with-domain-separated-child	npa.human-api.document-source-decl.v2	incremental_document_hash_commits_the_new_pair_interface_hashes_or_v2_parser_boundary	npa-core/crates/npa-api/src/human.rs	6060	1
npa.human-api.formalization.ambiguity-report.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/human.rs	7615	1
npa.human-api.formalization.intent-certificate.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/human.rs	7621	1
npa.human-api.formalization.reverse-translation.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/human.rs	7611	1
npa.human-api.theorem-dependency.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/human.rs	5616	1
npa.human-api.theorem-index-entry.v1	retain-with-domain-separated-child	npa.human-api.theorem-index-entry.v1	unchanged_index_layout_commits_rebuilt_certificate_or_core_child_hashes	npa-core/crates/npa-api/src/human.rs	5580	1
npa.human-api.theorem-index.v1	retain-with-domain-separated-child	npa.human-api.theorem-index.v1	unchanged_index_layout_commits_rebuilt_certificate_or_core_child_hashes	npa-core/crates/npa-api/src/human.rs	5561	1
npa.human-ide-api.v1	bump	npa.human-ide-api.v2	inline_local_or_display_shape_becomes_assumption_only	npa-core/crates/npa-api/src/human_ide.rs	20	1
npa.independent-checker.ai_audit_input_policy.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	49	1
npa.independent-checker.ai_audit_prompt_input.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	53	1
npa.independent-checker.ai_audit_sidecar.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	51	1
npa.independent-checker.ai_sidecar_diagnostic_evaluation_failure.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	59	1
npa.independent-checker.ai_sidecar_diagnostic_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	57	1
npa.independent-checker.api_error.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	100	1
npa.independent-checker.audit_sidecar_validation_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	55	1
npa.independent-checker.auxiliary_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	73	1
npa.independent-checker.auxiliary_result_store_manifest.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	75	1
npa.independent-checker.axiom_policy.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/checkers/npa-checker-ext/scripts/differential.sh	394	29
npa.independent-checker.axiom_report.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	36	2
npa.independent-checker.axiom_report_store_manifest.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	38	1
npa.independent-checker.bad_imports.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	36858	1
npa.independent-checker.challenge_coverage_summary.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	91	1
npa.independent-checker.challenge_generation_request.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	77	1
npa.independent-checker.challenge_generation_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	83	1
npa.independent-checker.challenge_manifest.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	79	1
npa.independent-checker.challenge_output_store_manifest.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	81	1
npa.independent-checker.challenge_replay_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	87	1
npa.independent-checker.challenge_replay_store_manifest.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	89	1
npa.independent-checker.challenge_request_materialization_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	85	1
npa.independent-checker.checker_binary_registry.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	18	9
npa.independent-checker.checker_identity_manifest.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	16	5
npa.independent-checker.checker_raw_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	29	19
npa.independent-checker.checker_raw_result.v2	retain-with-domain-separated-child	npa.independent-checker.checker_raw_result.v2	unchanged_result_shape_carries_new_checker_capability_and_input_pair	npa-core/checkers/npa-checker-ext/src/ext_result.ml	1	10
npa.independent-checker.command_error.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	99	1
npa.independent-checker.compare_validation_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	47	1
npa.independent-checker.import_lock_manifest.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	23	3
npa.independent-checker.machine_check_request.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	25	1
npa.independent-checker.machine_check_request_error_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	95	1
npa.independent-checker.machine_check_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	33	2
npa.independent-checker.machine_result_store_manifest.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	35	1
npa.independent-checker.normalization_write_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	45	1
npa.independent-checker.normalize_error_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	97	1
npa.independent-checker.normalized_check_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	40	1
npa.independent-checker.normalized_result_store_manifest.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	43	1
npa.independent-checker.performance_benchmark_summary.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	93	1
npa.independent-checker.release_audit_bundle_manifest.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	67	1
npa.independent-checker.release_bundle_staging_plan.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	63	1
npa.independent-checker.release_bundle_staging_result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	65	1
npa.independent-checker.release_policy.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	61	1
npa.independent-checker.request_store_manifest.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	27	1
npa.independent-checker.runner_policy.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	14	6
